"SEMEL_YISHUV","year","locality","loc","distance","SHEM_YISHUV.x","SHEM_YISHUV_ENGLISH.x","treated","temporal_distance","number_of_red_alerts","temporal_group","likud_percentage","post","year_election","X","SHEM_YISHUV.y","SHEM_YISHUV_ENGLISH.y","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","Shape_Area","density","age_65_up_percentage","ntl","right_wing_percentage","turnout_percentage","red_alert_number_category","time_to_treatment"
1020,2006,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,0,"temporal_distance > 149",0.182795698924731,FALSE,"2006",10419,"אור עקיבא","OR AQIVA",1,NA,15767,NA,NA,NA,NA,NA,NA,NA,4.54121728656148,3471.97656598776,NA,61,0.451305683563748,0.492808558538013,"No Alerts",-3
1020,2009,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,0,"temporal_distance > 149",0.341819759872704,FALSE,"2009",10430,"אור עקיבא","OR AQIVA",1,NA,16117,NA,NA,NA,NA,NA,NA,NA,4.54121728656148,3549.04841212816,NA,59,0.448430493273543,0.513426736719206,"No Alerts",-2
1020,2013,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,0,"temporal_distance > 149",0.459351826421313,FALSE,"2013",10428,"אור עקיבא","OR AQIVA",1,"יהודי",16550,8100,8460,3820,1120,2490,7110,2030,4.54121728656148,3644.39729606758,0.122658610271903,63,0.261329305135952,0.524561155152888,"No Alerts",-1
1020,2015,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.454770889487871,TRUE,"2015",10433,"אור עקיבא","OR AQIVA",1,"יהודי",17090,8310,8780,4030,1060,2430,7360,2210,4.54121728656148,3763.30814439848,0.129315389116442,62,0.271913746630728,0.640681678187667,"3-5 Alerts",0
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.523741447973042,TRUE,"2019.2",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.283467783110385,0.627291242362525,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.523741447973042,TRUE,"2019.2",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.283467783110385,0.629703608247423,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.523741447973042,TRUE,"2019.2",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.222142047211628,0.627291242362525,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.523741447973042,TRUE,"2019.2",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.222142047211628,0.629703608247423,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.52644057313679,TRUE,"2019",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.283467783110385,0.627291242362525,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.52644057313679,TRUE,"2019",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.283467783110385,0.629703608247423,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.52644057313679,TRUE,"2019",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.222142047211628,0.627291242362525,"3-5 Alerts",NA
1020,2019,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.52644057313679,TRUE,"2019",10425,"אור עקיבא","OR AQIVA",1,"יהודי",18972,9327,9645,4679,1101,2485,8063,2646,4.54121728656148,4177.73447135916,0.139468690702087,NA,0.222142047211628,0.629703608247423,"3-5 Alerts",NA
1020,2020,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.565888443880043,TRUE,"2020",10427,"אור עקיבא","OR AQIVA",1,"יהודי",19446,9576,9874,4776,1197,2450,8243,2780,4.54121728656148,4282.11177156073,0.142959991772087,NA,0.266875061053043,0.645808514640416,"3-5 Alerts",NA
1020,2021,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.483837438935662,TRUE,"2021",10424,"אור עקיבא","OR AQIVA",1,"יהודי",19902,9814,10088,4877,1215,2461,8445,2904,4.54121728656148,4382.52537681794,0.145914983418752,NA,0.302775179295292,0.593811394891945,"3-5 Alerts",NA
1020,2022,"אור עקיבא","אורעקיבא",106.145054656694,"אור עקיבא","OR AQIVA",1,232,4,"temporal_distance > 149",0.47155069399761,TRUE,"2022",10420,"אור עקיבא","OR AQIVA",1,"יהודי",20874,10293,10580,5088,1259,2560,8857,3110,4.54121728656148,4596.56490381357,0.148989173134042,NA,0.308759996323191,0.639409327029709,"3-5 Alerts",NA
1024,2006,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,0,"temporal_distance > 149",0.118012422360248,FALSE,"2006",10444,"חרוצים","HARUZIM",1,NA,668,NA,NA,NA,NA,NA,NA,NA,0.2041639586979,3271.88013134304,NA,61,0.186335403726708,0.742645144493621,"No Alerts",-3
1024,2009,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,0,"temporal_distance > 149",0.223433242506812,FALSE,"2009",10440,"חרוצים","HARUZIM",1,NA,783,NA,NA,NA,NA,NA,NA,NA,0.2041639586979,3835.15290844551,NA,59,0.177111716621253,0.670309653916211,"No Alerts",-2
1024,2013,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,0,"temporal_distance > 149",0.232323232323232,FALSE,"2013",10437,"חרוצים","HARUZIM",1,"יהודי",840,410,430,210,50,80,410,80,0.2041639586979,4114.34028492239,0.0952380952380952,63,0.128787878787879,0.72463768115942,"No Alerts",-1
1024,2015,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.248322147651007,TRUE,"2015",10447,"חרוצים","HARUZIM",1,"יהודי",890,440,450,220,50,100,410,100,0.2041639586979,4359.24149235824,0.112359550561798,58,0.114093959731544,0.774696707105719,"3-5 Alerts",0
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.296380090497738,TRUE,"2019.2",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0950226244343891,0.766031195840555,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.296380090497738,TRUE,"2019.2",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0950226244343891,0.756849315068493,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.296380090497738,TRUE,"2019.2",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0592255125284738,0.766031195840555,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.296380090497738,TRUE,"2019.2",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0592255125284738,0.756849315068493,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.298405466970387,TRUE,"2019",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0950226244343891,0.766031195840555,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.298405466970387,TRUE,"2019",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0950226244343891,0.756849315068493,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.298405466970387,TRUE,"2019",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0592255125284738,0.766031195840555,"3-5 Alerts",NA
1024,2019,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.298405466970387,TRUE,"2019",10438,"חרוצים","HARUZIM",1,"יהודי",846,414,432,208,58,91,362,127,0.2041639586979,4143.72842981469,0.150118203309693,NA,0.0592255125284738,0.756849315068493,"3-5 Alerts",NA
1024,2020,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.317972350230415,TRUE,"2020",10435,"חרוצים","HARUZIM",1,"יהודי",857,425,433,207,57,96,368,129,0.2041639586979,4197.60669545058,0.150525087514586,NA,0.0875576036866359,0.773451327433628,"3-5 Alerts",NA
1024,2021,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.26463700234192,TRUE,"2021",10439,"חרוצים","HARUZIM",1,"יהודי",907,450,456,214,66,100,389,139,0.2041639586979,4442.50790288643,0.153252480705623,NA,0.0913348946135831,0.746503496503496,"3-5 Alerts",NA
1024,2022,"חרוצים","חרוצים",78.1559277100065,"חרוצים","HARUZIM",1,227,5,"temporal_distance > 149",0.254777070063694,TRUE,"2022",10443,"חרוצים","HARUZIM",1,"יהודי",916,457,459,213,66,105,397,137,0.2041639586979,4486.59012022489,0.149563318777293,NA,0.116772823779193,0.769105691056911,"3-5 Alerts",NA
103,2006,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,0,"temporal_distance == 6",0.0753623188405797,FALSE,"2006",1002,"תל עדשים","TEL ADASHIM",1,NA,744,NA,NA,NA,NA,NA,NA,NA,3.16754572560216,234.8821657053,NA,57.2,0.121739130434783,0.916963240102812,"No Alerts",-3
103,2009,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,0,"temporal_distance == 6",0.246153846153846,FALSE,"2009",1004,"תל עדשים","TEL ADASHIM",1,NA,1191,NA,NA,NA,NA,NA,NA,NA,3.16754572560216,376.000886229855,NA,54.75,0.123076923076923,0.821428571428571,"No Alerts",-2
103,2013,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,0,"temporal_distance == 6",0.165120593692022,FALSE,"2013",1001,"תל עדשים","TEL ADASHIM",1,"יהודי",1390,680,710,480,100,150,560,100,3.16754572560216,438.82555151931,0.0719424460431655,61.4,0.0871985157699443,0.766619519094767,"No Alerts",-1
103,2015,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.181372549019608,TRUE,"2015",1000,"תל עדשים","TEL ADASHIM",1,"יהודי",1420,680,740,480,110,150,580,100,3.16754572560216,448.296606588072,0.0704225352112676,56.4,0.0702614379084967,0.817333333333333,"1-2 Alerts",0
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.193302891933029,TRUE,"2019.2",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0928462709284627,0.804295942720764,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.193302891933029,TRUE,"2019.2",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0928462709284627,0.777777777777778,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.193302891933029,TRUE,"2019.2",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0550595238095238,0.804295942720764,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.193302891933029,TRUE,"2019.2",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0550595238095238,0.777777777777778,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.191964285714286,TRUE,"2019",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0928462709284627,0.804295942720764,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.191964285714286,TRUE,"2019",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0928462709284627,0.777777777777778,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.191964285714286,TRUE,"2019",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0550595238095238,0.804295942720764,"1-2 Alerts",NA
103,2019,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.191964285714286,TRUE,"2019",1011,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA,0.0550595238095238,0.777777777777778,"1-2 Alerts",NA
103,2020,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.247692307692308,TRUE,"2020",1009,"תל עדשים","TEL ADASHIM",1,"יהודי",1502,729,765,463,140,179,616,104,3.16754572560216,474.184157109355,0.0692410119840213,NA,0.08,0.764705882352941,"1-2 Alerts",NA
103,2021,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.182621502209131,TRUE,"2021",1005,"תל עדשים","TEL ADASHIM",1,"יהודי",1528,755,773,453,156,180,633,105,3.16754572560216,482.392404835616,0.068717277486911,NA,0.138438880706922,0.792584009269988,"1-2 Alerts",NA
103,2022,"תל עדשים","תלעדשים",139.035665873934,"תל עדשים","TEL ADASHIM",1,6,1,"temporal_distance == 6",0.214714714714715,TRUE,"2022",1012,"תל עדשים","TEL ADASHIM",1,"יהודי",1523,750,773,418,176,184,636,110,3.16754572560216,480.813895657489,0.072225869993434,NA,0.0855855855855856,0.743875278396437,"1-2 Alerts",NA
104,2006,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,0,"temporal_distance == 6",0.00680272108843537,FALSE,"2006",1024,"מזרע","MIZRA",1,NA,689,NA,NA,NA,NA,NA,NA,NA,0.680654772439668,1012.26058774321,NA,55,0.0113378684807256,0.592310966094481,"No Alerts",-3
104,2009,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,0,"temporal_distance == 6",0.0344086021505376,FALSE,"2009",1013,"מזרע","MIZRA",1,NA,614,NA,NA,NA,NA,NA,NA,NA,0.680654772439668,902.07257020948,NA,53.5,0.0279569892473118,0.702255639097744,"No Alerts",-2
104,2013,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,0,"temporal_distance == 6",0.0231578947368421,FALSE,"2013",1017,"מזרע","MIZRA",1,"יהודי",590,300,300,120,30,80,240,130,0.680654772439668,866.812404598685,0.220338983050847,57,0.0105263157894737,0.732115677321157,"No Alerts",-1
104,2015,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0147368421052632,TRUE,"2015",1015,"מזרע","MIZRA",1,"יהודי",610,300,310,140,30,70,250,130,0.680654772439668,896.195875941014,0.213114754098361,53,0.0273684210526316,0.72824427480916,"1-2 Alerts",0
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0349075975359343,TRUE,"2019.2",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.0328542094455852,0.735294117647059,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0349075975359343,TRUE,"2019.2",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.0328542094455852,0.714494875549048,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0349075975359343,TRUE,"2019.2",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.018,0.735294117647059,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0349075975359343,TRUE,"2019.2",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.018,0.714494875549048,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.028,TRUE,"2019",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.0328542094455852,0.735294117647059,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.028,TRUE,"2019",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.0328542094455852,0.714494875549048,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.028,TRUE,"2019",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.018,0.735294117647059,"1-2 Alerts",NA
104,2019,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.028,TRUE,"2019",1020,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA,0.018,0.714494875549048,"1-2 Alerts",NA
104,2020,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0362173038229376,TRUE,"2020",1014,"מזרע","MIZRA",1,"יהודי",802,387,415,195,40,66,271,230,0.680654772439668,1178.27720082737,0.286783042394015,NA,0.0201207243460765,0.724890829694323,"1-2 Alerts",NA
104,2021,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0216962524654832,TRUE,"2021",1016,"מזרע","MIZRA",1,"יהודי",792,388,404,205,41,61,269,216,0.680654772439668,1163.5854651562,0.272727272727273,NA,0.0236686390532544,0.719148936170213,"1-2 Alerts",NA
104,2022,"מזרע","מזרע",138.374074525615,"מזרע","MIZRA",1,6,1,"temporal_distance == 6",0.0306748466257669,TRUE,"2022",1026,"מזרע","MIZRA",1,"יהודי",864,416,448,208,99,71,269,216,0.680654772439668,1269.36596198858,0.25,NA,0.032719836400818,0.697574893009986,"1-2 Alerts",NA
